Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2022;Agosto;8;7
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2022;Setembro;9;1
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2022;Outubro;10;0
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2022;Novembro;11;0
África;1;África do Sul;2;Amazonas;4;Terrestre;2;2022;Dezembro;12;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Janeiro;1;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Fevereiro;2;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;março;3;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Abril;4;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Maio;5;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Junho;6;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Julho;7;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Agosto;8;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Setembro;9;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Outubro;10;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Novembro;11;0
África;1;África do Sul;2;Amazonas;4;Fluvial;4;2022;Dezembro;12;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Abril;4;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Junho;6;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Outubro;10;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Novembro;11;0
África;1;África do Sul;2;Bahia;5;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Janeiro;1;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Fevereiro;2;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;março;3;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Abril;4;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Maio;5;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Junho;6;3
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Julho;7;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Agosto;8;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Setembro;9;0
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Outubro;10;9
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Novembro;11;4
África;1;África do Sul;2;Bahia;5;Marítima;3;2022;Dezembro;12;23
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;março;3;1
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Abril;4;0
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Junho;6;3
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Agosto;8;2
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Setembro;9;1
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Outubro;10;1
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Novembro;11;2
África;1;África do Sul;2;Ceará;6;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Janeiro;1;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Fevereiro;2;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;março;3;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Abril;4;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Maio;5;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Junho;6;2
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Julho;7;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Agosto;8;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Setembro;9;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Outubro;10;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Novembro;11;0
África;1;África do Sul;2;Ceará;6;Marítima;3;2022;Dezembro;12;2
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;março;3;1
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Abril;4;2
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Junho;6;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Setembro;9;2
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Outubro;10;0
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Novembro;11;2
África;1;África do Sul;2;Distrito Federal;7;Aérea;1;2022;Dezembro;12;2
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Abril;4;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Junho;6;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Outubro;10;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Novembro;11;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Janeiro;1;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Fevereiro;2;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;março;3;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Abril;4;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Maio;5;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Junho;6;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Julho;7;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Agosto;8;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Setembro;9;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Outubro;10;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Novembro;11;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Terrestre;2;2022;Dezembro;12;1
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Janeiro;1;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Fevereiro;2;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;março;3;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Abril;4;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Maio;5;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Junho;6;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Julho;7;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Agosto;8;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Setembro;9;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Outubro;10;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Novembro;11;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Fluvial;4;2022;Dezembro;12;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Abril;4;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Junho;6;2
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Agosto;8;2
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Outubro;10;1
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Novembro;11;0
África;1;África do Sul;2;Minas Gerais;13;Aérea;1;2022;Dezembro;12;2
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Fevereiro;2;1
África;1;África do Sul;2;Pará;14;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Abril;4;3
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Junho;6;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Julho;7;1
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Outubro;10;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Novembro;11;0
África;1;África do Sul;2;Pará;14;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Janeiro;1;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Fevereiro;2;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;março;3;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Abril;4;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Maio;5;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Junho;6;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Julho;7;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Agosto;8;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Setembro;9;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Outubro;10;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Novembro;11;0
África;1;África do Sul;2;Pará;14;Terrestre;2;2022;Dezembro;12;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Janeiro;1;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Fevereiro;2;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;março;3;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Abril;4;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Maio;5;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Junho;6;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Julho;7;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Agosto;8;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Setembro;9;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Outubro;10;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Novembro;11;0
África;1;África do Sul;2;Pará;14;Marítima;3;2022;Dezembro;12;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Janeiro;1;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Fevereiro;2;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;março;3;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Abril;4;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Maio;5;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Junho;6;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Julho;7;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Agosto;8;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Setembro;9;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Outubro;10;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Novembro;11;0
África;1;África do Sul;2;Pará;14;Fluvial;4;2022;Dezembro;12;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Abril;4;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Maio;5;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Junho;6;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Outubro;10;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Novembro;11;0
África;1;África do Sul;2;Paraná;16;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Janeiro;1;4
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Fevereiro;2;8
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;março;3;10
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Abril;4;5
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Maio;5;18
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Junho;6;19
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Julho;7;6
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Agosto;8;11
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Setembro;9;14
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Outubro;10;34
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Novembro;11;18
África;1;África do Sul;2;Paraná;16;Terrestre;2;2022;Dezembro;12;20
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Janeiro;1;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Fevereiro;2;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;março;3;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Abril;4;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Maio;5;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Junho;6;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Julho;7;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Agosto;8;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Setembro;9;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Outubro;10;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Novembro;11;0
África;1;África do Sul;2;Paraná;16;Marítima;3;2022;Dezembro;12;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Janeiro;1;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Fevereiro;2;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;março;3;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Abril;4;2
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Maio;5;1
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Junho;6;5
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Julho;7;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Agosto;8;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Setembro;9;0
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Outubro;10;2
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Novembro;11;1
África;1;África do Sul;2;Pernambuco;17;Aérea;1;2022;Dezembro;12;0
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Janeiro;1;0
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Fevereiro;2;11
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;março;3;17
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Abril;4;6
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Maio;5;5
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Junho;6;1
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Julho;7;1
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Agosto;8;3
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Setembro;9;0
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Outubro;10;2
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Novembro;11;7
África;1;África do Sul;2;Pernambuco;17;Marítima;3;2022;Dezembro;12;9
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Janeiro;1;8
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Fevereiro;2;8
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;março;3;24
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Abril;4;23
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Maio;5;30
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Junho;6;30
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Julho;7;16
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Agosto;8;14
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Setembro;9;13
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Outubro;10;27
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Novembro;11;72
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2022;Dezembro;12;153
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2022;Janeiro;1;4
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2022;Fevereiro;2;1
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2022;março;3;6
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2022;Abril;4;0
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2022;Maio;5;0
